"customerkey","geographykey","customeralternatekey","firstname","middlename","lastname","birthdate","gender","emailaddress","addressline1","datefirstpurchase","commutedistance","stateprovincecode","stateprovincename","countryregioncode","englishcountryregionname","postalcode","salesterritorykey","ipaddresslocator"
26058,315,"AW00026058","Faith",NULL,"Stewart","1982-05-21","F","faith38@adventure-works.com","3512 View Dr.","2020-11-21","2-5 Miles","CA","California","US","United States","90241",4,"192.0.2.62"
26059,352,"AW00026059","Andrew",NULL,"Anderson","1971-04-20","M","andrew19@adventure-works.com","4777 Rockne Drive","2022-05-14","0-1 Miles","CA","California","US","United States","94303",4,"192.0.2.99"
26060,361,"AW00026060","Kyle","D","Edwards","1976-11-08","M","kyle31@adventure-works.com","744 Ohara Avenue","2020-11-20","0-1 Miles","CA","California","US","United States","91776",4,"192.0.2.108"
26061,385,"AW00026061","Connor",NULL,"Butler","1970-10-16","M","connor9@adventure-works.com","7669 Springfield Drive","2020-11-10","1-2 Miles","CA","California","US","United States","91364",4,"192.0.2.132"
26062,607,"AW00026062","Chad",NULL,"Raji","1970-03-11","M","chad21@adventure-works.com","6992 Ponderosa Drive","2022-05-18","2-5 Miles","WA","Washington","US","United States","98107",1,"203.0.113.100"
26063,609,"AW00026063","Wesley","P","Lu","1970-01-10","M","wesley11@adventure-works.com","2253 Firestone Dr.","2022-10-29","0-1 Miles","WA","Washington","US","United States","98225",1,"203.0.113.102"
26064,641,"AW00026064","Logan",NULL,"Scott","1969-12-18","M","logan40@adventure-works.com","3534 Park Highlands Blvd.","2022-06-28","2-5 Miles","WA","Washington","US","United States","99202",1,"203.0.113.134"
26065,299,"AW00026065","Chloe","J","Powell","1975-02-16","F","chloe75@adventure-works.com","1893 Argyll Ave.","2022-10-17","1-2 Miles","CA","California","US","United States","94704",4,"192.0.2.46"
26066,299,"AW00026066","Elizabeth",NULL,"Martinez","1962-01-24","F","elizabeth21@adventure-works.com","7339 Eureka Lane","2020-11-22","0-1 Miles","CA","California","US","United States","94704",4,"192.0.2.46"
26067,335,"AW00026067","Erin",NULL,"Morgan","1961-07-22","F","erin17@adventure-works.com","8595 Mariposa Ct","2022-11-18","0-1 Miles","CA","California","US","United States","91945",4,"192.0.2.82"
26068,631,"AW00026068","Dylan",NULL,"Patterson","1967-12-13","M","dylan9@adventure-works.com","3190 Glenhaven Ave","2022-11-04","5-10 Miles","WA","Washington","US","United States","98501",1,"203.0.113.124"
26069,52,"AW00026069","Jessica",NULL,"Foster","1973-03-15","F","jessica40@adventure-works.com","428 Delaware Court","2022-03-05","0-1 Miles","BC","British Columbia","CA","Canada","V3A 4R2",6,"198.51.100.53"
26070,298,"AW00026070","Elijah","A","Patterson","1961-12-31","M","elijah14@adventure-works.com","5437 Spring Hill Road","2020-11-20","5-10 Miles","CA","California","US","United States","90706",4,"192.0.2.45"
26071,311,"AW00026071","Brittany","W","Henderson","1961-01-04","F","brittany4@adventure-works.com","7904 Eagle Peak Avenue","2022-04-22","1-2 Miles","CA","California","US","United States","94519",4,"192.0.2.58"
26072,300,"AW00026072","Kelli","W","Zhang","1961-01-01","F","kelli0@adventure-works.com","200 Mitchelleanjen Ln.","2022-12-08","5-10 Miles","CA","California","US","United States","90210",4,"192.0.2.47"
26073,63,"AW00026073","Julia","N","Adams","1939-10-09","F","julia12@adventure-works.com","6205 Lorie Lane","2022-11-27","1-2 Miles","BC","British Columbia","CA","Canada","V8Z 4N5",6,"198.51.100.64"
26074,68,"AW00026074","Isaac","D","Reed","1969-04-14","M","isaac20@adventure-works.com","7594 Clearland Circle","2022-08-25","2-5 Miles","BC","British Columbia","CA","Canada","V7L 4J4",6,"198.51.100.69"
26075,644,"AW00026075","Jessica","N","Walker","1974-04-23","F","jessica71@adventure-works.com","5872 Whiteaben Drive","2020-11-18","2-5 Miles","WA","Washington","US","United States","99362",1,"203.0.113.137"
26076,51,"AW00026076","Kelly",NULL,"Ross","1968-05-12","F","kelly8@adventure-works.com","7114 South Royal Links","2022-06-21","5-10 Miles","BC","British Columbia","CA","Canada","V9",6,"198.51.100.52"
26077,66,"AW00026077","Isaac",NULL,"Collins","1968-05-22","M","isaac25@adventure-works.com","490 Alan Dr.","2022-11-24","5-10 Miles","BC","British Columbia","CA","Canada","V0",6,"198.51.100.67"
26078,609,"AW00026078","Alberto","R","Dominguez","1973-05-07","M","alberto13@adventure-works.com","3219 Sandra Circle","2022-02-24","1-2 Miles","WA","Washington","US","United States","98225",1,"203.0.113.102"
26079,609,"AW00026079","Ryan",NULL,"Robinson","1979-03-09","M","ryan54@adventure-works.com","5889 Kenwal Rd.","2022-07-14","5-10 Miles","WA","Washington","US","United States","98225",1,"203.0.113.102"
26080,616,"AW00026080","Sydney",NULL,"Roberts","1968-05-22","F","sydney47@adventure-works.com","8811 Medicine St.","2022-06-09","5-10 Miles","WA","Washington","US","United States","98201",1,"203.0.113.109"
26081,637,"AW00026081","Edward","C","Green","1968-02-20","M","edward7@adventure-works.com","6412 Clifford Court","2022-03-12","1-2 Miles","WA","Washington","US","United States","98104",1,"203.0.113.130"
26082,335,"AW00026082","Christian","S","Johnson","1973-07-01","M","christian31@adventure-works.com","4180 Frisbie Court","2020-11-03","2-5 Miles","CA","California","US","United States","91945",4,"192.0.2.82"
26083,361,"AW00026083","Alyssa",NULL,"Smith","1967-08-05","F","alyssa0@adventure-works.com","324 Mepham Dr.","2020-11-27","2-5 Miles","CA","California","US","United States","91776",4,"192.0.2.108"
26084,372,"AW00026084","Luke",NULL,"Jenkins","1967-10-24","M","luke25@adventure-works.com","3309 Clay Way","2020-11-28","2-5 Miles","CA","California","US","United States","91977",4,"192.0.2.119"
26085,55,"AW00026085","Ian",NULL,"Powell","1967-01-23","M","ian49@adventure-works.com","2602 Glenside Court","2022-06-17","5-10 Miles","BC","British Columbia","CA","Canada","V2L3W8",6,"198.51.100.56"
26086,618,"AW00026086","Sean","J","Cox","1967-01-17","M","sean18@adventure-works.com","2862 Pinehurst Court","2022-10-21","5-10 Miles","WA","Washington","US","United States","98027",1,"203.0.113.111"
26087,545,"AW00026087","Ashley","H","Price","1972-07-23","F","ashley26@adventure-works.com","1820 St. Andrews Dr.","2022-10-11","5-10 Miles","OR","Oregon","US","United States","97222",1,"203.0.113.38"
26088,637,"AW00026088","Ethan",NULL,"Perry","1978-03-12","M","ethan4@adventure-works.com","4823 Park Blvd.","2022-09-13","5-10 Miles","WA","Washington","US","United States","98104",1,"203.0.113.130"
26089,298,"AW00026089","Terry","A","Rai","1967-02-08","M","terry20@adventure-works.com","4488 Kirkwood Drive","2020-11-10","2-5 Miles","CA","California","US","United States","90706",4,"192.0.2.45"
26090,298,"AW00026090","Mathew",NULL,"Moreno","1972-10-19","M","mathew2@adventure-works.com","6695 Treat Blvd.","2020-11-02","5-10 Miles","CA","California","US","United States","90706",4,"192.0.2.45"
26091,369,"AW00026091","Chloe","J","Bennett","1967-02-18","F","chloe67@adventure-works.com","438 Mt. Etna","2020-11-11","2-5 Miles","CA","California","US","United States","90401",4,"192.0.2.116"
26092,609,"AW00026092","Devin","E","Morgan","1960-10-31","M","devin80@adventure-works.com","6514 Las Juntas Way","2022-12-15","5-10 Miles","WA","Washington","US","United States","98225",1,"203.0.113.102"
26093,316,"AW00026093","Nicole",NULL,"Washington","1966-08-06","F","nicole62@adventure-works.com","3410 Hemlock Ave.","2020-11-21","1-2 Miles","CA","California","US","United States","92020",4,"192.0.2.63"
26094,348,"AW00026094","Sarah",NULL,"Butler","1966-06-07","F","sarah39@adventure-works.com","7292 Preakness Court","2020-11-02","1-2 Miles","CA","California","US","United States","94611",4,"192.0.2.95"
26095,64,"AW00026095","Trinity",NULL,"Kelly","1972-01-08","F","trinity2@adventure-works.com","290 Reed Way","2022-08-12","5-10 Miles","BC","British Columbia","CA","Canada","V9B 2C3",6,"198.51.100.65"
26096,301,"AW00026096","Kevin","A","Wright","1960-07-24","M","kevin55@adventure-works.com","2753 Rubiem Ct.","2020-12-22","10+ Miles","CA","California","US","United States","91502",4,"192.0.2.48"
26097,360,"AW00026097","Robert",NULL,"Flores","1940-12-08","M","robert25@adventure-works.com","400 Pecan Street","2020-12-21","2-5 Miles","CA","California","US","United States","94109",4,"192.0.2.107"
26098,383,"AW00026098","Daniel",NULL,"Lee","1941-03-08","M","daniel13@adventure-works.com","4575 Shannondale Drive","2020-12-28","2-5 Miles","CA","California","US","United States","91791",4,"192.0.2.130"
26099,60,"AW00026099","Christina",NULL,"Bell","1941-07-08","F","christina12@adventure-works.com","2324 California St","2022-05-16","1-2 Miles","BC","British Columbia","CA","Canada","V6B 3P7",6,"198.51.100.61"
26100,63,"AW00026100","James","Garner","Ptaszynski","1941-09-30","F","james49@adventure-works.com","7345 Kenwal Rd.","2023-01-15","5-10 Miles","BC","British Columbia","CA","Canada","V8Z 4N5",6,"198.51.100.64"
26101,609,"AW00026101","Phillip","S","Smith","1941-07-12","M","phillip9@adventure-works.com","4914 Sierra Drive","2022-07-08","5-10 Miles","WA","Washington","US","United States","98225",1,"203.0.113.102"
26102,536,"AW00026102","Ana","A","Wood","1965-12-20","F","ana2@adventure-works.com","6105 Brownstone Rd","2022-03-31","1-2 Miles","OR","Oregon","US","United States","97005",1,"203.0.113.29"
26103,614,"AW00026103","Jack","A","Yang","1965-09-23","M","jack28@adventure-works.com","533 Beauer Lane","2023-01-07","5-10 Miles","WA","Washington","US","United States","98020",1,"203.0.113.107"
26104,547,"AW00026104","Timothy","D","Edwards","1971-02-10","M","timothy26@adventure-works.com","8780 Stephanie Way","2022-08-21","1-2 Miles","OR","Oregon","US","United States","97205",1,"203.0.113.40"
26105,310,"AW00026105","Morgan","C","Gonzales","1977-05-06","F","morgan86@adventure-works.com","705 Seaview Avenue","2022-06-12","2-5 Miles","CA","California","US","United States","94014",4,"192.0.2.57"
26106,338,"AW00026106","Connor",NULL,"King","1965-09-09","M","connor47@adventure-works.com","3819 Clayton Way","2020-12-19","5-10 Miles","CA","California","US","United States","90012",4,"192.0.2.85"
26107,345,"AW00026107","Alexis",NULL,"Thomas","1965-10-10","F","alexis10@adventure-works.com","6987 Buchanan Ct.","2020-12-04","0-1 Miles","CA","California","US","United States","92625",4,"192.0.2.92"
26108,361,"AW00026108","Dylan","D","Thompson","1971-05-02","M","dylan45@adventure-works.com","6321 Laguna Street","2023-01-05","2-5 Miles","CA","California","US","United States","91776",4,"192.0.2.108"
26109,359,"AW00026109","Dalton","J","Rodriguez","1965-08-30","M","dalton19@adventure-works.com","7839 Liszt Way","2022-10-22","5-10 Miles","CA","California","US","United States","92102",4,"192.0.2.106"
26110,612,"AW00026110","James",NULL,"Alexander","1960-05-04","M","james34@adventure-works.com","9910 North Wateroak Ct","2020-12-11","1-2 Miles","WA","Washington","US","United States","98168",1,"203.0.113.105"
26111,337,"AW00026111","Sarah","S","Coleman","1960-01-07","F","sarah31@adventure-works.com","5497 Corte Del Prado","2020-12-18","5-10 Miles","CA","California","US","United States","90802",4,"192.0.2.84"
26112,644,"AW00026112","Luke",NULL,"Perry","1959-02-07","M","luke26@adventure-works.com","1641 Overhill Rd","2020-12-08","5-10 Miles","WA","Washington","US","United States","99362",1,"203.0.113.137"
26113,59,"AW00026113","Caitlin","L","Rivera","1958-09-10","F","caitlin14@adventure-works.com","3598 Walnut Place","2021-08-04","5-10 Miles","BC","British Columbia","CA","Canada","V8P",6,"198.51.100.60"
26114,299,"AW00026114","Isaac","J","Peterson","1964-02-14","M","isaac4@adventure-works.com","9187 Mario Way","2020-12-12","5-10 Miles","CA","California","US","United States","94704",4,"192.0.2.46"
26115,49,"AW00026115","Savannah",NULL,"Mitchell","1959-04-23","F","savannah33@adventure-works.com","4712 Brook Way","2021-08-29","1-2 Miles","BC","British Columbia","CA","Canada","V8Y 1L1",6,"198.51.100.50"
26116,607,"AW00026116","Ashley",NULL,"Martin","1959-01-02","F","ashley15@adventure-works.com","799 B St.","2020-12-17","1-2 Miles","WA","Washington","US","United States","98107",1,"203.0.113.100"
26117,307,"AW00026117","Samuel",NULL,"Wright","1958-04-07","M","samuel50@adventure-works.com","7797 Richard Place","2022-05-23","5-10 Miles","CA","California","US","United States","91910",4,"192.0.2.54"
26118,348,"AW00026118","Ashley","A","Butler","1958-02-22","F","ashley41@adventure-works.com","5243 Miguel Drive","2022-06-18","5-10 Miles","CA","California","US","United States","94611",4,"192.0.2.95"
26119,300,"AW00026119","Danielle","B","Gray","1962-11-14","F","danielle8@adventure-works.com","6586 El Rancho Drive","2022-12-15","5-10 Miles","CA","California","US","United States","90210",4,"192.0.2.47"
26120,307,"AW00026120","Miguel",NULL,"Lewis","1956-10-18","M","miguel21@adventure-works.com","7943 Walnut Ave","2021-01-24","1-2 Miles","CA","California","US","United States","91910",4,"192.0.2.54"
26121,347,"AW00026121","Madeline","K","Nelson","1957-01-13","F","madeline9@adventure-works.com","8499 San Marino Ct.","2021-01-14","1-2 Miles","CA","California","US","United States","94947",4,"192.0.2.94"
26122,338,"AW00026122","Lauren",NULL,"Gonzales","1967-10-01","F","lauren63@adventure-works.com","7765 Sunsine Drive","2022-12-19","5-10 Miles","CA","California","US","United States","90012",4,"192.0.2.85"
26123,343,"AW00026123","Isabella","R","Scott","1957-05-06","F","isabella44@adventure-works.com","9660 Algiers Drive","2022-02-10","5-10 Miles","CA","California","US","United States","91950",4,"192.0.2.90"
26124,311,"AW00026124","Riley","C","James","1966-09-05","F","riley27@adventure-works.com","2953 Fruitwood Drive","2022-06-11","5-10 Miles","CA","California","US","United States","94519",4,"192.0.2.58"
26125,641,"AW00026125","Sara","D","Roberts","1956-05-13","F","sara30@adventure-works.com","1121 Serrano Way","2022-06-03","5-10 Miles","WA","Washington","US","United States","99202",1,"203.0.113.134"
26126,338,"AW00026126","Alexandra","R","Bell","1960-10-22","F","alexandra7@adventure-works.com","2944 North Main St.","2022-12-11","5-10 Miles","CA","California","US","United States","90012",4,"192.0.2.85"
26127,608,"AW00026127","Terry","G","Chander","1954-09-30","M","terry18@adventure-works.com","521 Hermosa","2021-01-06","5-10 Miles","WA","Washington","US","United States","98004",1,"203.0.113.101"
26128,348,"AW00026128","Samuel",NULL,"Phillips","1960-05-23","M","samuel36@adventure-works.com","1296 Banyan Way","2022-07-07","5-10 Miles","CA","California","US","United States","94611",4,"192.0.2.95"
26129,2,"AW00026129","Jodi",NULL,"Anand","1969-10-02","F","jodi22@adventure-works.com","7102 Serrano Way","2022-12-16","0-1 Miles","NSW","New South Wales","AU","Australia","2450",9,"198.51.100.3"
26130,31,"AW00026130","Ronnie",NULL,"Liu","1975-11-10","M","ronnie3@adventure-works.com","6314 Minute Dr.","2022-03-23","10+ Miles","TAS","Tasmania","AU","Australia","7001",9,"198.51.100.32"
26131,39,"AW00026131","Lawrence","C","Suarez","1969-04-24","M","lawrence18@adventure-works.com","9583 Silverwood Dr.","2021-02-06","5-10 Miles","VIC","Victoria","AU","Australia","3429",9,"198.51.100.40"
26132,33,"AW00026132","Shelby",NULL,"Ward","1969-06-12","F","shelby13@adventure-works.com","7355 Stillwater Ct","2022-01-31","5-10 Miles","VIC","Victoria","AU","Australia","3977",9,"198.51.100.34"
26133,36,"AW00026133","Jesse",NULL,"Hall","1969-01-07","M","jesse46@adventure-works.com","2539 Artnell Ct","2021-02-08","5-10 Miles","VIC","Victoria","AU","Australia","3337",9,"198.51.100.37"
26134,24,"AW00026134","Bridget",NULL,"Goel","1983-10-29","F","bridget21@adventure-works.com","7686 O St.","2021-02-01","1-2 Miles","QLD","Queensland","AU","Australia","4171",9,"198.51.100.25"
26135,7,"AW00026135","Erica","P","Sun","1972-08-20","F","erica13@adventure-works.com","7141 Second Ave.","2021-03-19","1-2 Miles","NSW","New South Wales","AU","Australia","2036",9,"198.51.100.8"
26136,8,"AW00026136","Tabitha","A","Gonzalez","1972-12-24","F","tabitha15@adventure-works.com","6531 William Reed Dr.","2022-08-10","0-1 Miles","NSW","New South Wales","AU","Australia","2036",9,"198.51.100.9"
26137,26,"AW00026137","Joshua","A","Clark","1972-10-05","M","joshua21@adventure-works.com","2467 Clearland Circle","2022-09-06","0-1 Miles","QLD","Queensland","AU","Australia","4700",9,"198.51.100.27"
26138,10,"AW00026138","Latoya","C","Chander","1967-09-06","F","latoya14@adventure-works.com","6037 Daffodil Drive","2021-03-29","5-10 Miles","NSW","New South Wales","AU","Australia","2300",9,"198.51.100.11"
26139,8,"AW00026139","Derek","A","Nara","1972-07-17","M","derek15@adventure-works.com","7144 Augustine Drive","2022-03-02","5-10 Miles","NSW","New South Wales","AU","Australia","2036",9,"198.51.100.9"
26140,2,"AW00026140","Emily","L","Long","1972-06-26","F","emily34@adventure-works.com","9344 Vloching Circle","2021-03-22","1-2 Miles","NSW","New South Wales","AU","Australia","2450",9,"198.51.100.3"
26141,27,"AW00026141","Jorge",NULL,"Zhu","1983-03-23","M","jorge16@adventure-works.com","3632 Ramsay Circle","2022-02-07","1-2 Miles","QLD","Queensland","AU","Australia","4810",9,"198.51.100.28"
26142,34,"AW00026142","Micheal",NULL,"Dominguez","1966-06-25","M","micheal8@adventure-works.com","1256 Orangewood Ave.","2021-03-25","5-10 Miles","VIC","Victoria","AU","Australia","3220",9,"198.51.100.35"
26143,6,"AW00026143","Michele",NULL,"Mehta","1965-02-05","F","michele27@adventure-works.com","2809 Via Montana","2022-07-04","5-10 Miles","NSW","New South Wales","AU","Australia","2060",9,"198.51.100.7"
